delta,omega_g,omega_r,n
50.0,3.6059674925821934,14.020056524936017,0.01957540796785654
52.0,3.635687713783713,14.293102259885636,0.018597134944328804
54.0,3.666704131120142,14.561165568021998,0.01773856064936061
56.0,3.699007996399473,14.824468599312924,0.016984893683861177
58.0,3.73258808250556,15.083217740344914,0.016323842623732827
60.0,3.7674295008659295,15.337605600662195,0.01574513524676755
62.0,3.803511926074524,15.58781232732095,0.015240142844684024
64.0,3.8408089546016178,15.834007180622157,0.014801584115150451
66.0,3.879286974160545,16.07634955189708,0.014423289855523031
68.0,3.9189050471220206,16.314990128700742,0.014100014487677205
70.0,3.959614372081372,16.550071750182866,0.013827283926664354
72.0,4.001360768940454,16.781729923546855,0.013601271852851508
74.0,4.044076437472758,17.01009472843161,0.013418698334525258
76.0,4.087694411078616,17.23528918737065,0.013276746153894257
78.0,4.13213807718533,17.457431570306756,0.013172991252227225
80.0,4.177327536789848,17.67663476814941,0.013105344514311957
82.0,4.223176963714443,17.89300729053496,0.01307200272527555
84.0,4.2695988703279575,18.106653000696436,0.013071407005748598
86.0,4.3165038450051005,18.317671403003754,0.013102207390411118
88.0,4.363801113539016,18.526158131843953,0.013163232495509219
90.0,4.411400159491356,18.732204788674256,0.013253463435702465
92.0,4.45921188170131,18.93589901194952,0.01337201131703486
94.0,4.5071479532040035,19.13732521118015,0.013518097763646344
96.0,4.555123953810788,19.336563777081572,0.013691038036586878
98.0,4.603057840048842,19.5336919081599,0.013890226381581747
100.0,4.650870702962881,19.72878354885189,0.014115123307795099
102.0,4.6984898268594035,19.92190896070459,0.01436524454565385
104.0,4.745845203689073,20.11313561928534,0.014640151473889144
106.0,4.792871684735403,20.30252791335047,0.014939442835354368
108.0,4.839509783976304,20.490147267589165,0.015262747586951847
110.0,4.885703517556354,20.67605185703323,0.015609718750221555
112.0,4.931403782618883,20.86029771022056,0.015980028144096325
114.0,4.976565057075997,21.042937788726967,0.016373361896561654
116.0,5.021146878232268,21.224022640616177,0.01678941664356539
118.0,5.06511300900695,21.403600354053793,0.0172278963327719
120.0,5.108432628734553,21.581716554136094,0.01768850955913527
122.0,5.151077525370903,21.75841487863117,0.018170967367942298
124.0,5.1930258290559905,21.93373648959744,0.018674981464730563
126.0,5.234257448916107,22.107720731334386,0.019200262781714657
128.0,5.2747571197399985,22.28040489973789,0.019746520353255064
130.0,5.314511983973701,22.451824521172814,0.020313460457948292
132.0,5.353513415587866,22.622012947974852,0.020900785991648275
134.0,5.39175472474741,22.79100295946623,0.021508196037198102
136.0,5.429232242796175,22.958824716410774,0.0221353856017357
138.0,5.465945538969858,23.125506585641517,0.022782045496403728
140.0,5.501895073663288,23.291076723221057,0.023447862334680082
142.0,5.537084531503315,23.455560855612333,0.024132518629600908
144.0,5.571518182051785,23.618984274011453,0.024835692972206162
146.0,5.605203773131929,23.781370563534004,0.02555706027547607
148.0,5.638149115077299,23.94274251089843,0.026296292069890672
